maintenance_id,equipment_id,maintenance_date,maintenance_type,description,cost,duration_hours,technician_id,parts_replaced,next_maintenance_due,maintenance_score,downtime_hours,created_at
580,CAT00180,2020-11-26,Emergency,Caterpillar Emergency maintenance,4577.36,8.54,TECH1926,"[""Compressor Pump""]",2021-05-15,10,63.07,2025-08-28 16:57:14
581,CAT00180,2015-11-28,Preventive,Caterpillar Preventive maintenance,2691.36,14.11,TECH4438,"[""Air Filter"", ""Pressure Switch"", ""Compressor Pump""]",2016-09-13,8,23.71,2025-08-28 16:57:14
582,CAT00180,2017-11-20,Preventive,Caterpillar Preventive maintenance,5152.62,6.78,TECH5070,"[""Pressure Switch"", ""Compressor Pump"", ""Air Filter""]",2018-09-15,9,68.09,2025-08-28 16:57:14
583,CAT00180,2015-12-02,Preventive,Caterpillar Preventive maintenance,3815.65,13.87,TECH4677,"[""Tank"", ""Compressor Pump"", ""Pressure Switch""]",2016-07-01,10,36.68,2025-08-28 16:57:14
584,CAT00181,2022-08-22,Corrective,Caterpillar Corrective maintenance,3791.01,14.77,TECH5196,"[""Grapple"", ""Auger""]",2023-03-11,10,20.74,2025-08-28 16:57:14
585,CAT00182,2024-10-21,Preventive,Caterpillar Preventive maintenance,2643.79,15.97,TECH4559,"[""Ripper""]",2025-06-28,10,58.12,2025-08-28 16:57:14
586,CAT00182,2022-09-15,Corrective,Caterpillar Corrective maintenance,2557.67,10.59,TECH2179,"[""Final Drive""]",2023-05-12,10,57.25,2025-08-28 16:57:14
587,CAT00182,2022-12-22,Preventive,Caterpillar Preventive maintenance,1893.29,2.15,TECH1225,"[""Radiator"", ""Blade""]",2023-07-24,9,17.84,2025-08-28 16:57:14
588,CAT00183,2023-09-02,Preventive,Caterpillar Preventive maintenance,4703.31,8.14,TECH2311,"[""Alternator"", ""Starter"", ""Fuel Injector""]",2024-02-16,8,11.2,2025-08-28 16:57:14
589,CAT00184,2022-04-29,Preventive,Caterpillar Preventive maintenance,3996.46,11.4,TECH1318,"[""Auger"", ""Grapple""]",2023-03-28,8,62.3,2025-08-28 16:57:14
590,CAT00184,2022-01-08,Preventive,Caterpillar Preventive maintenance,2027.39,2.51,TECH9544,"[""Pallet Forks""]",2022-11-16,10,8.88,2025-08-28 16:57:14
591,CAT00184,2023-12-28,Preventive,Caterpillar Preventive maintenance,1016.37,5.41,TECH7550,"[""Snow Blower"", ""Grapple""]",2024-05-08,8,34.78,2025-08-28 16:57:14
592,CAT00184,2022-02-12,Preventive,Caterpillar Preventive maintenance,1320.95,9.69,TECH5118,"[""Grapple"", ""Snow Blower""]",2022-09-16,8,37.35,2025-08-28 16:57:14
593,CAT00184,2024-05-24,Preventive,Caterpillar Preventive maintenance,5979.06,9.88,TECH3662,"[""Auger""]",2024-12-12,9,31.46,2025-08-28 16:57:14
594,CAT00185,2017-10-15,Emergency,Caterpillar Emergency maintenance,4521.03,6.57,TECH2409,"[""Hydraulic Pump"", ""Boom Cylinder"", ""Track Assembly""]",2018-06-05,8,70.76,2025-08-28 16:57:14
595,CAT00185,2020-01-15,Preventive,Caterpillar Preventive maintenance,1882.39,13.89,TECH3608,"[""Sprocket""]",2020-12-02,10,21.71,2025-08-28 16:57:14
596,CAT00185,2024-05-20,Corrective,Caterpillar Corrective maintenance,3344.91,4.1,TECH3814,"[""Boom Cylinder"", ""Sprocket""]",2024-09-04,9,60.37,2025-08-28 16:57:14
597,CAT00185,2017-03-15,Preventive,Caterpillar Preventive maintenance,4303.01,12.3,TECH4974,"[""Sprocket"", ""Hydraulic Pump"", ""Track Assembly""]",2017-12-05,8,8.63,2025-08-28 16:57:14
598,CAT00186,2025-04-22,Preventive,Caterpillar Preventive maintenance,2137.95,4.35,TECH7999,"[""Differential"", ""Suspension"", ""Brakes""]",2025-08-27,9,45.05,2025-08-28 16:57:14
599,CAT00187,2024-04-23,Preventive,Caterpillar Preventive maintenance,838.38,8.0,TECH5067,"[""Suspension"", ""Dump Body"", ""Brakes""]",2024-09-05,8,36.88,2025-08-28 16:57:14
600,CAT00187,2024-09-21,Emergency,Caterpillar Emergency maintenance,2751.96,4.98,TECH1444,"[""Differential""]",2025-02-17,10,57.86,2025-08-28 16:57:14
601,CAT00187,2022-04-23,Corrective,Caterpillar Corrective maintenance,5585.76,9.05,TECH1271,"[""Differential""]",2022-10-12,10,35.11,2025-08-28 16:57:14
602,CAT00187,2024-09-04,Preventive,Caterpillar Preventive maintenance,1557.06,5.63,TECH5254,"[""Dump Body"", ""Differential""]",2025-02-25,8,52.96,2025-08-28 16:57:14
603,CAT00187,2021-10-12,Corrective,Caterpillar Corrective maintenance,1804.31,13.17,TECH1482,"[""Suspension"", ""Differential"", ""Brakes""]",2022-05-11,10,17.62,2025-08-28 16:57:14
604,CAT00188,2018-11-28,Preventive,Caterpillar Preventive maintenance,2366.57,3.05,TECH6756,"[""Final Drive"", ""Radiator""]",2019-05-24,9,48.76,2025-08-28 16:57:14
605,CAT00188,2023-11-21,Preventive,Caterpillar Preventive maintenance,3563.22,15.34,TECH9919,"[""Final Drive"", ""Radiator"", ""Ripper""]",2024-10-24,10,49.77,2025-08-28 16:57:14
606,CAT00188,2021-10-25,Emergency,Caterpillar Emergency maintenance,2029.64,8.13,TECH5777,"[""Radiator"", ""Ripper""]",2022-08-02,8,27.24,2025-08-28 16:57:14
607,CAT00189,2016-12-25,Preventive,Caterpillar Preventive maintenance,1671.75,4.73,TECH2831,"[""Axle"", ""Lift Arms"", ""Bucket""]",2017-04-28,8,51.79,2025-08-28 16:57:14
608,CAT00190,2019-06-22,Corrective,Caterpillar Corrective maintenance,3568.99,14.32,TECH4670,"[""Air Filter""]",2019-10-23,8,27.89,2025-08-28 16:57:14
609,CAT00190,2024-07-26,Preventive,Caterpillar Preventive maintenance,5737.62,8.97,TECH7888,"[""Air Filter"", ""Compressor Pump""]",2025-04-12,9,45.01,2025-08-28 16:57:14
610,CAT00190,2023-03-30,Preventive,Caterpillar Preventive maintenance,4923.12,12.94,TECH2036,"[""Compressor Pump""]",2023-07-18,9,32.75,2025-08-28 16:57:14
611,CAT00191,2025-03-03,Preventive,Caterpillar Preventive maintenance,5038.43,5.2,TECH5050,"[""Track Assembly"", ""Boom Cylinder""]",2025-07-04,9,19.83,2025-08-28 16:57:14
612,CAT00191,2019-07-16,Preventive,Caterpillar Preventive maintenance,4288.34,13.48,TECH4497,"[""Boom Cylinder"", ""Track Assembly""]",2020-05-29,10,50.84,2025-08-28 16:57:14
613,CAT00191,2020-11-29,Preventive,Caterpillar Preventive maintenance,2109.44,2.47,TECH1297,"[""Boom Cylinder""]",2021-05-17,10,51.88,2025-08-28 16:57:14
614,CAT00192,2018-04-11,Preventive,Caterpillar Preventive maintenance,1181.1,7.03,TECH4712,"[""Moldboard""]",2019-01-12,10,44.34,2025-08-28 16:57:14
615,CAT00192,2017-04-06,Preventive,Caterpillar Preventive maintenance,2401.49,6.95,TECH4516,"[""Moldboard"", ""Circle"", ""Scarifier""]",2018-03-03,10,67.08,2025-08-28 16:57:14
616,CAT00192,2016-10-03,Preventive,Caterpillar Preventive maintenance,1074.28,10.47,TECH8094,"[""Moldboard""]",2017-07-21,9,23.76,2025-08-28 16:57:14
617,CAT00193,2018-02-21,Preventive,Caterpillar Preventive maintenance,5791.2,14.47,TECH6876,"[""Backhoe Bucket""]",2019-02-06,10,57.86,2025-08-28 16:57:14
618,CAT00193,2022-10-12,Preventive,Caterpillar Preventive maintenance,1382.79,7.19,TECH8439,"[""Stabilizer"", ""PTO"", ""Loader Bucket""]",2023-03-21,8,9.46,2025-08-28 16:57:14
619,CAT00193,2022-02-24,Preventive,Caterpillar Preventive maintenance,4292.7,12.24,TECH1544,"[""PTO"", ""Loader Bucket""]",2022-11-12,9,36.18,2025-08-28 16:57:14
620,CAT00193,2022-07-03,Preventive,Caterpillar Preventive maintenance,1351.54,2.24,TECH2678,"[""PTO""]",2022-12-12,9,49.13,2025-08-28 16:57:14
621,CAT00193,2021-10-25,Corrective,Caterpillar Corrective maintenance,2900.15,8.41,TECH3173,"[""Backhoe Bucket""]",2022-07-24,8,11.28,2025-08-28 16:57:14
622,CAT00194,2021-03-05,Corrective,Caterpillar Corrective maintenance,2873.19,12.7,TECH1669,"[""Lift Arms"", ""Axle""]",2022-02-08,9,46.92,2025-08-28 16:57:14
623,CAT00194,2022-05-17,Corrective,Caterpillar Corrective maintenance,1494.72,4.64,TECH1446,"[""Lift Arms"", ""Transmission"", ""Bucket""]",2022-09-05,9,18.61,2025-08-28 16:57:14
624,CAT00194,2024-08-01,Emergency,Caterpillar Emergency maintenance,3521.68,11.91,TECH3831,"[""Transmission""]",2024-12-19,10,34.16,2025-08-28 16:57:14
625,CAT00195,2017-12-24,Emergency,Caterpillar Emergency maintenance,4871.44,7.37,TECH7204,"[""Scarifier"", ""Blade"", ""Moldboard""]",2018-12-22,9,70.09,2025-08-28 16:57:14
626,CAT00195,2022-10-09,Preventive,Caterpillar Preventive maintenance,1462.54,10.69,TECH2347,"[""Blade"", ""Scarifier""]",2023-07-16,8,34.84,2025-08-28 16:57:14
627,CAT00195,2025-01-05,Preventive,Caterpillar Preventive maintenance,1441.82,11.45,TECH3667,"[""Moldboard"", ""Circle"", ""Blade""]",2025-05-14,10,53.46,2025-08-28 16:57:14
628,CAT00195,2017-09-28,Preventive,Caterpillar Preventive maintenance,2261.5,15.3,TECH5428,"[""Circle"", ""Moldboard"", ""Blade""]",2018-02-04,9,33.72,2025-08-28 16:57:14
629,CAT00195,2024-03-18,Preventive,Caterpillar Preventive maintenance,3172.61,15.38,TECH6226,"[""Circle"", ""Blade""]",2024-10-23,8,62.28,2025-08-28 16:57:14
630,CAT00196,2023-01-11,Corrective,Caterpillar Corrective maintenance,5947.82,14.31,TECH2715,"[""Pallet Forks"", ""Auger"", ""Snow Blower""]",2023-05-01,10,21.72,2025-08-28 16:57:14
631,CAT00196,2023-09-16,Corrective,Caterpillar Corrective maintenance,3992.84,11.99,TECH2952,"[""Snow Blower"", ""Grapple"", ""Pallet Forks""]",2023-12-20,10,30.48,2025-08-28 16:57:14
632,CAT00197,2019-11-14,Preventive,Caterpillar Preventive maintenance,4451.72,5.33,TECH2164,"[""Lift Arms"", ""Axle"", ""Bucket""]",2020-04-05,8,27.86,2025-08-28 16:57:14
633,CAT00197,2024-06-02,Corrective,Caterpillar Corrective maintenance,4001.58,13.59,TECH8612,"[""Bucket"", ""Lift Arms"", ""Transmission""]",2024-11-20,10,50.17,2025-08-28 16:57:14
634,CAT00198,2025-01-18,Emergency,Caterpillar Emergency maintenance,3580.54,13.19,TECH2913,"[""Fuel Injector"", ""Starter""]",2025-08-22,8,31.02,2025-08-28 16:57:14
635,CAT00198,2019-06-29,Preventive,Caterpillar Preventive maintenance,2051.85,4.49,TECH1979,"[""Starter"", ""Alternator"", ""Fuel Injector""]",2020-06-17,9,55.89,2025-08-28 16:57:14
636,CAT00198,2024-08-16,Preventive,Caterpillar Preventive maintenance,4447.29,9.91,TECH8266,"[""Voltage Regulator"", ""Starter"", ""Fuel Injector""]",2024-11-25,8,48.18,2025-08-28 16:57:14
637,CAT00198,2022-10-26,Preventive,Caterpillar Preventive maintenance,3843.68,3.81,TECH7423,"[""Starter"", ""Fuel Injector""]",2023-10-11,9,33.2,2025-08-28 16:57:14
638,CAT00199,2025-04-04,Preventive,Caterpillar Preventive maintenance,3686.23,10.43,TECH2000,"[""Drum"", ""Vibratory System"", ""Engine""]",2025-09-22,9,39.27,2025-08-28 16:57:14
639,CAT00199,2018-11-01,Preventive,Caterpillar Preventive maintenance,5128.03,5.96,TECH3742,"[""Vibratory System"", ""Water System""]",2019-08-11,8,32.04,2025-08-28 16:57:14
640,CAT00200,2024-06-05,Preventive,Caterpillar Preventive maintenance,4754.56,12.61,TECH8963,"[""Drum"", ""Vibratory System"", ""Water System""]",2025-04-30,10,13.47,2025-08-28 16:57:14
641,CAT00200,2023-02-28,Corrective,Caterpillar Corrective maintenance,4203.27,3.29,TECH3890,"[""Vibratory System"", ""Engine""]",2023-08-03,8,24.3,2025-08-28 16:57:14
642,CAT00200,2023-04-20,Preventive,Caterpillar Preventive maintenance,3010.96,13.61,TECH5269,"[""Vibratory System"", ""Engine"", ""Water System""]",2023-11-30,8,23.28,2025-08-28 16:57:14
643,CAT00200,2025-05-08,Preventive,Caterpillar Preventive maintenance,1868.35,5.99,TECH2412,"[""Water System"", ""Vibratory System"", ""Engine""]",2026-03-18,8,33.58,2025-08-28 16:57:14
644,CAT00200,2023-11-07,Preventive,Caterpillar Preventive maintenance,1638.53,11.47,TECH5970,"[""Drum"", ""Engine"", ""Vibratory System""]",2024-08-08,8,65.82,2025-08-28 16:57:14
